,Title,Description,Location,Price,Condition
540,New Motorcycle 2023,1: zohi tech e-bike 2 :350w motor 3: 48v battery capacity 4: USB charging capacity 5: front...,"Lagos, Mushin","₦ 340,000",Orange
541,New Lifan 2021 Black,Lifan Volt Sport Ladies bike.,"Oyo, Ibadan","₦ 950,000",Nigerian Used
542,New Motorcycle 2022,"A product from sinoki supra with 200cc valve engine, for dispatch, logistics, courier services,...","Lagos, Yaba","₦ 1,040,000",Yellow
543,Sinoki SK150 2022 Black,3 months used electric bike it doesn’t use fuel and oils if fully charged can take you from asaba to...,"Delta, Oshimili South","₦ 450,000",Nigerian Used
544,Kary-Go Cargo 2019 Red,Working perfectly but need some little Body work please kindly take note of this but proof of...,"Ondo, Akure","₦ 250,000",Black
545,BMW F 800 GS 2007 Gray,2009 BMW ft800 Automatic braking system Hand grip heater Buy and ride. Direct tokunbo.,"Lagos, Oshodi","₦ 3,700,000",Brand New
546,KTM 2020 Black,Kindly follow on IG @ Tverskayamotors for more DISCOUNTED SALE KTM Super Duke Touring Super Sport...,"Abuja, Wuye","₦ 8,499,999",Red
547,New TVS King Deluxe Plus iTouch Start 2022 Yellow,Brand new and extral tyre,"Oyo, Ibadan","₦ 2,300,000",Brand New
548,SYM Symnh 2015 Gray,"Clean Japanese tokunbo sym fighter 150cc, a perfect bike for long and short trip on a low fuel...","Lagos, Ogba","₦ 450,000",Blue
549,Kawasaki Ninja 400 2013 Black,"Kawasaki ninja 400 in perfect condition, just buy and ride to anywhere.","Osun, Osogbo","₦ 1,500,000",Nigerian Used
550,New Tricycle 2022 Blue,"Bajaj Cargo Tricycle... Big Engine, Big On Comfort, Big On Dimension, Big On Durability 4Stroke...","Lagos, Ojo","₦ 2,850,000",Blue
551,Motorcycle 2023 Black,Motobi rubber rubber bike for sale with registered plate number. well maintained with car horn and...,"Benue, Makurdi","₦ 300,000",Nigerian Used
552,Kymco 2017 Blue,"Clean Japanese tokunbo kymco jockey 125cc, a perfect bike for long and short trip on a low fuel...","Lagos, Ogba","₦ 400,000",Yellow
553,Suzuki Bike 2009 Brown,"2009 Suzuki power bike, cc1800 intruders sound. M109Z and bourlverd model. Transmission is top notch...","Lagos, Ogudu","₦ 8,490,000",Foreign Used
554,TVS 2022 Yellow,2022 Tvs King machine with clean body and sound engine. Few month used with no electrical nor...,"Lagos, Shomolu","₦ 655,000",Red
555,New Motorcycle 2023 Black,Rechargeable Electric Scooter with bag carrier,"Lagos, Ikeja","₦ 625,000",Nigerian Used
556,Qlink Pegasus 150 2022 Red,"Qlink tiger 150 Still good condition, engine has not been taken down,","Delta, Ethiope East","₦ 450,000",Yellow
557,New Beach 2020 Black,Over 200 pieces of electric bicyle availabile for bulk purchase in lagos,"Lagos, Isolo","₦ 390,000",Brand New
558,TVS King Deluxe Plus iTouch Start 2022 Yellow,"No issues, both engine and gear has not been tampered with","Ogun, Pakuro","₦ 1,500,000",Black
559,Jincheng JC 110-9 2022 White,Is good condition first bod every thing is working perfectly,"Plateau, Mangu","₦ 650,000",Brand New
560,Bajaj RE 2000 Yellow,Fairly used Keke for sale. Buy and drive.,"Lagos, Ojota","₦ 650,000",Gray
561,Motorcycle 2022 Black,I sell direct Belgium only Call me081********* One good turn deserves another,"Anambra, Onitsha","₦ 510,000",Nigerian Used
562,Suzuki SFV650 2012 Blue,Neatly Nigeria use with 32k milage,"Kwara, Offa","₦ 1,700,000",Yellow
563,Dayun DY150 2022 Red,Very ok nothing to repair,"Anambra, Nnewi","₦ 1,350,000",Brand New
564,TVS 2018 Orange,Engine is sound and functioning 10years guaranteed,"Nasarawa, Karu-Nasarawa","₦ 1,000,000",Black
565,Lifan LF200 2021 Black,Lifan 200 and good condition work pafect bayer and drive,"Lagos, Epe","₦ 470,000",Foreign Used
566,New Motorcycle 2023 Black,Electric Bike 500W 80ah battery ... travel per charge 70km speed is 50kph brand new Its long...,"Lagos, Amuwo-Odofin","₦ 445,000",Blue
567,Kawasaki 2020 Red,Suspension displacement 249 cc maximum power 27.6 hp injection type fuel injection engine...,"Lagos, Ojodu","₦ 1,850,000",Foreign Used
568,Kymco 2020,Just touched down Direct foreign used Kymco 125 for sale.only interested buyers should D.m or call...,"Anambra, Onitsha","₦ 450,000",Black
569,Moto Guzzi Touring 2010 White,Selling because of electrical issue unable to idle ... Moto guzzi breva 750cc with side box comes...,"Delta, Sapele","₦ 1,200,000",Foreign Used
570,Kymco 2018 Silver,"Clean Japanese tokunbo kymco jockey gs125, a perfect bike for long and short trip on a low fuel...","Lagos, Ifako-Ijaiye","₦ 410,000",White
571,Suzuki GSX 2015 Gray,"Very strong and reliable street fighter bike in standard condition, buy and ride.","Osun, Osogbo","₦ 2,700,000",Brand New
572,Kawasaki Versys 650 2018 Green,Follow on IG : @ Tverskayamotors For more DISCOUNT SALES : Kawasaki sport / touring bike comes...,"Abuja, Wuye","₦ 3,999,999",Other
573,New Motorcycle 2020 Blue,"300cc quad bike for adult use in travelling on desert, farmland, slippery and very rough surface,...","Lagos, Lagos Island (Eko)","₦ 3,000,000",Foreign Used
574,New Qlink XP 200 2022,"Qlink 200cc motorcycle, for dispatch delivery, courier services and private use, very reliable,...","Lagos, Yaba","₦ 1,070,000",White
575,Hyosung GT250R 2010 Black,Hyosung gt250r start ride and enjoy,"Anambra, Onitsha","₦ 850,000",Nigerian Used
576,Honda Forza 2018 White,New Arrived 2018 Honda PCX... very clean as seen... buy and drive to any state... only a serious...,"Lagos, Lagos Island (Eko)","₦ 2,550,000",Yellow
577,Hyosung Aquila 2013 Black,The Aquila GV250 features a long and flowing design from the front to the rear fenders. Hyosung's...,"Lagos, Ojodu","₦ 1,250,000",Nigerian Used
578,Kymco Xciting 2019 Black,"This is fairly used Qlink dispatch motocyle, this bike is in good condition and just buy fuel and...","Lagos, Yaba","₦ 650,000",Yellow
579,Kymco Xciting 2017 Blue,"Clean Japanese tokunbo kymco jockey 125cc, a perfect bike for long and short trip on a low fuel...","Lagos, Ogba","₦ 430,000",Foreign Used
580,Suzuki GSX / Katana 2002 Black,"The bike has nothing to fix on it, it's buy and drive to anywhere in and outside Nigeria, it just 2...","Oyo, Ibadan","₦ 1,150,000",Black
581,Bajaj RE 2000 Green,Very neat and sharp The engine and gear are super sharp It is complete first body The tyres are very...,"Enugu, Enugu / Enugu State","₦ 700,000",Foreign Used
582,New Qlink X-ranger 200 2022,"Brand New Lifan, Qlink and more brands in stock hurry up delivery and wholesalers is also availabe.","Oyo, Ibadan","₦ 1,200,000",Blue
583,New Jincheng 2020 Silver,2020 brand jincheng lucky 410k & jincheng wish 410k hurry up! nationwide delivery is also available,"Oyo, Ibadan","₦ 890,000",Brand New
584,New CFMoto 150NK 2023 Black,Electric charging wheel balanced scooter,"Kano, Nasarawa-Kano","₦ 250,000",Black
585,TVS King Deluxe Plus iTouch Start 2023 Yellow,"Engine and body in good condition, perfectly okay,no any repair from buyer than service, just and...","Lagos, Ikeja","₦ 1,400,000",Foreign Used
586,Motorcycle 2020 White,Powerful Tokunbo Electric ebike pedal asist 36v available for sales with good battery it can cover...,"Lagos, Alimosho","₦ 240,000",White
587,Qlink Commuter 250 2010 Black,Cg construction bike,"Nasarawa, Lafia","₦ 300,000",Nigerian Used
588,Lifan LF200 2019 White,Nigerian used Ladies bike,"Ondo, Ose","₦ 250,000",Blue
589,Kymco 2005 Black,An elegant foreign-used scooter at an affordable price. Kymco is a Taiwanese motorcycle manufacturer...,"Osun, Ilesa","₦ 470,000",Nigerian Used
590,Kymco 2020 Silver,"Kymco Bike This is a direct foreign bike that is in a good condition, a fuel injector control system...","Oyo, Ibadan","₦ 630,000",Black
591,Qlink XF 200 2022 Black,Qlink champion bike ... still sound,"Lagos, Yaba","₦ 600,000",Nigerian Used
592,TVS 2022 Yellow,"Ekulu e jebe olu... Do to financial issue,I diced to sell it to solve problem, double pinghole ......","Anambra, Njikoka","₦ 850,000",Red
593,Daelim A-four 2019 Orange,Buy nd refer more ppl the scooter is very good for everyone men nd women old nd young its indeed a...,"Ekiti, Ikole","₦ 325,000",Brand New
594,Motorcycle 2021 Red,Zongshen zs 110-85 Working perfect in good condition,"Oyo, Ibadan","₦ 450,000",Other
595,Keeway RK III 200 2020 Green,The bike is working perfectly and is tested and trust,"Lagos, Kosofe","₦ 1,800,000",Nigerian Used
596,New Motorcycle 2023 Green,Electric Tricycle truck cargo has 1000watts power can carry upto 800kg to 1500kg loading . Charging...,"Lagos, Amuwo-Odofin","₦ 2,600,000",Black
597,Kymco Xciting 2017 Black,"Clean Japanese tokunbo kymco jockey 125cc, a standard bike for long and short trip on a low fuel...","Lagos, Ogba","₦ 429,999",Brand New
598,Qlink Tourer 250 2023 White,Qlink target clean one just like new working perfectly ok.serious buy should dm or WhatsApp me,"Lagos, Epe","₦ 950,000",Yellow
599,Harley-Davidson Touring 2014 Black,Harley Davidson bike quite new and clean,"Abuja, Gudu","₦ 4,200,000",Nigerian Used
600,New MTR MTR CB200 2021 Black,Enjoy a good ride with lifan sport bike and have a stress free day...,"Lagos, Maryland","₦ 1,200,000",Yellow
601,New Piaggio 2022 Yellow,New Piaggio Scooter 2023 Yellow Brand new one everything is working urgent. Buy,"Lagos, Ikeja","₦ 1,800,000",Foreign Used
602,Honda VT 2001 Black,Canadian used Honda Cruiser,"Rivers, Port-Harcourt","₦ 2,000,000",Blue
603,Yamaha Majesty 2015 Black,"Clean Japanese tokunbo yamaha majesty 250cc 2015 model , a standard bike for long and short trip on...","Lagos, Ogba","₦ 980,000",Nigerian Used
604,Jincheng JC 110-9 2001 Blue,"Good to go anywhere in Nigeria, everything in the engine is New","Nasarawa, Nasarawa / Nasarawa State","₦ 170,000",Gray
605,Motorcycle 2010 White,Foreign used Atv quad for adult and kids,"Anambra, Onitsha","₦ 650,000",Foreign Used
606,MV Agusta Agusta Brutale 2014 White,"MV Agusta Brutal 800 ; Starting, Electric ; Battery, PERFDRfTIFinCE ; Alternator, 350 Wat 5000...","Lagos, Ojo","₦ 4,800,000",Gray
607,TVS 2021 Yellow,Good condition very sound engine and driver away whatsapp number,"Lagos, Ikorodu","₦ 550,000",Brand New
608,Yamaha Majesty 2017 Black,2017 yamaha majesty s (xc155) specifications maker yamaha model name majesty s type · grade special...,"Lagos, Ojodu","₦ 1,350,000",Blue
609,Yamaha Majesty 2005 White,Yamaha Majesty with low mileage. King of Power bikes. Easy to manipulate. Have the most common spare...,"Edo, Akoko-Edo","₦ 400,000",Foreign Used
610,Lifan LF200 2018 Yellow,Direct Belgium used scooter bikes,"Lagos, Yaba","₦ 210,000",White
611,New Suzuki Bike 2019 Black,Scooter bike for mode of transportation with quality engine,"Lagos, Ikoyi","₦ 800,000",Foreign Used
612,Motorcycle 2021 White,Affordable price dm me if you are interested kindly dm me on WhatsApp090*********,"Kwara, Offa","₦ 950,000",Silver
613,TVS Apache 180 RTR 2010 Yellow,Naija used TVS Keke for serious buyers only. Engine: ok Transmission: ok Interior: ok Exterior:...,"Kaduna, Kaduna / Kaduna State","₦ 700,000",Nigerian Used
614,New Motorcycle 2023 Black,Electric Bike Range - 80-90 Km Speed - 62-72 Km Charge - 5 Hours Motor - 60V800W Reverse- yes Tyre -...,"Abuja, Gwarinpa","₦ 895,000",Black
615,Triumph Bike 2012 Silver,Super neat with everything working perfectly,"Delta, Warri","₦ 2,500,000",Nigerian Used
616,Yamaha Majesty 2017 Black,"Keyless Japanese tokunbo yamaha majesty 250cc 2017model, a perfect bike for long and short trip on a...","Lagos, Ifako-Ijaiye","₦ 860,000",Black
617,TVS 2019 Yellow,TVS Maruwa is in good condition engine and gear is perfect ok,"Ogun, Ifo","₦ 1,000,000",Nigerian Used
618,New Motorcycle 2023 Black,"Product Parameters: Bike Type: Electric Bike, Electric Mountain Bike, Adult Electric Bicycle Age...","Lagos, Lekki","₦ 1,499,000",Red
619,Honda Today 2018 White,Foreign used Japanese imports.,"Lagos, Mushin","₦ 510,000",Brand New
620,New Jincheng JC 150 T Eupolo 2017 Gray,"The scooter is very strong and fuel efficient, maintenance is cheap.The engine require less than a...","Kaduna, Kaduna / Kaduna State","₦ 1,150,000",Black
621,Honda Today 2015 Black,HONDA TODAY MOTORINO 50 !! Engine and transmission Displacement: 50.0 ccm (3.05 cubic inches) ...,"Imo, Aboh-Mbaise","₦ 300,000",Nigerian Used
622,New Motorcycle 2020 Black,Description there are benefits all round with the handy and practical innovagoods gadget tech pro...,"Lagos, Ikeja","₦ 498,999",Yellow
623,Qlink X-ranger 200 2022 Black,A sound qlink x ranger in good condition for serious buyer,"Kwara, Ilorin West","₦ 470,000",Nigerian Used
624,Super Gallant 2022 Black,"Neatly used Super gallant bike, paper to be renewed sound engine","Lagos, Ojodu","₦ 470,000",Black
625,Sonlink SL200-A 2021 Blue,"This is Sonlink 200cc ,the motorbike is very strong and durable, just few weeks used. Just buy amd...","Lagos, Yaba","₦ 520,000",Brand New
626,New Max-S Max-S 200 2023 Blue,Very very good for dispatch business,"Lagos, Yaba","₦ 1,000,000",Other
627,Yamaha Majesty 2013 Black,Very sharp and healthy Yamaha majesty call for inspiration,"Cross River, Calabar","₦ 500,000",Brand New
628,TVS 2021 Yellow,Trycicle TVS Model 2021 Working perfectly.,"Lagos, Ikorodu","₦ 700,000",Other
629,Kawasaki 2003 Black,Foreign used Kawasaki zzr400. 400cc available for sale. Buy n ride condition,"Oyo, Ibadan","₦ 1,100,000",Nigerian Used
630,Kawasaki EX250 2000 Red,Tokumbo Kawasaki ZZR Ninja,"Lagos, Yaba","₦ 1,500,000",Black
631,Honda Forza 2018 Blue,Very clean price affordable,"Lagos, Ojo","₦ 750,000",Brand New
632,New TVS King Deluxe Plus iTouch Start 2024 Yellow,New tvs tricycles at affordable price,"Lagos, Ikeja","₦ 2,570,000",Black
633,New Bajaj Boxer 2023,Kasaya mai kau za akawomagida,"Kebbi, Aleiro","₦ 900,000",Brand New
634,TVS HLX 125 2016 Blue,"Fairly used keke in good condition for sell, everything intact, dm or call for inspection","Delta, Warri","₦ 750,000",Black
635,TVS Apache 180 RTR 2019 Yellow,TVS Tricycle for sale,"Lagos, Alimosho","₦ 950,000",Brand New
636,TVS 2021 Yellow,Neatly used tricycle not used for commercial other than private so the engine is in good condition,"Lagos, Abule Egba","₦ 500,000",Red
637,New Qlink XF 200 2022 Black,"Qlink champion 200cc, battery, 16 back rims and tyre, black engine, break oil system, air coolant,...","Abuja, Gudu","₦ 970,000",Brand New
638,Yamaha 2018 White,"Direct Belgium Golf Cart Engine, gear and transmission are working perfectly fine. Nothing to fix...","Edo, Benin City","₦ 2,000,000",Red
639,Bajaj RE 2018 Yellow,One year Uses Keke. Call for meet and inspection.,"Anambra, Nnewi","₦ 660,000",Brand New
640,New Motorcycle 2021 Black,100kg max load 500w max power 4 speed level settings 50km riding range ipx5 water & dust...,"Oyo, Ibadan","₦ 211,400",Yellow
641,Yamaha 2011,"2011 Yamaha fjr 1300 with 34k kilometers, toks state and not registered yet, i am available on...","Lagos, Ikeja","₦ 3,000,000",Nigerian Used
642,TVS King Deluxe Plus iTouch Start 2020 Yellow,Papers are intact. Only need renewal,"Enugu, Enugu / Enugu State","₦ 680,000",White
643,KR Motors 2005 Red,"Clean and neat KR ladies machine, working perfectly well... Buy and use for your daily run around.","Lagos, Ojo","₦ 720,000",Nigerian Used
644,BMW 1200 2006 Blue,"Engine type: 4 cylinders, 4-stroke, Inline Cooling system: Water cooled Power: 154 HP @ 8750...","Lagos, Ajah","₦ 2,850,000",Red
645,TVS Neo NX 2023 Blue,Buy and ride no issue,"Ekiti, Oye","₦ 800,000",Brand New
646,Motorcycle 2018 Black,Perfectly and smooth ridding,"Lagos, Surulere","₦ 300,000",Other
647,Yamaha 2012 Red,Foreign used motorcycle yamaha mate 90.with sound body and engine. is buy and drive nothing to fix.,"Anambra, Nnewi","₦ 450,000",Foreign Used
648,Haojue HJ100T-5A 2023 Black,Used like new. in good condition,"Kwara, Ilorin West","₦ 1,000,000",Red
649,Bajaj 2021 Yellow,"Nigeria used Keke naped, Bajaj, TVS and other makes available. Super Super clean and everything...","Abuja, Kubwa","₦ 8,500,000",Nigerian Used
650,Sonlink SL200-8A 2020 Black,This sonlink is in good condition with complete documents. just buy and drive,"Lagos, Yaba","₦ 400,000",Yellow
651,Senke SK200-3 2019 Black,"Grade A Nigeria used bikes, they were used for delivery. You can use for dispatch. All paper work...","Lagos, Amuwo-Odofin","₦ 500,000",Foreign Used
652,Yamaha Majesty 2004 Blue,"Clean Japanese tokunbo yamaha majesty 125cc , a perfect bike for long and short trip on a low fuel...","Lagos, Ifako-Ijaiye","₦ 520,000",Green
653,SYM Symnh 2014 Black,Clean Japanese tokunbo kymco,"Lagos, Ogba","₦ 450,000",Nigerian Used
654,New Motorcycle 2022 Red,Bazuki tricycle truck . 200cc engine capacity with reverse gear,"Ekiti, Ado Ekiti","₦ 2,240,000",Other
655,Kawasaki 2015 Red,"Engine and transmission Displacement 249.0 ccm (15.19 cubic inches) Engine type Twin,...","Lagos, Ojodu","₦ 2,200,000",Brand New
656,New Motorcycle 2023,A new MaxS is a good product very strong and balance fan coolant is very strong tricycle the...,"Lagos, Agege","₦ 2,300,000",Other
